,barcode,letters,gene_name,global_X_pos,global_Y_pos
9013,487582,CCMCT,mitotic figure,88625,74608
9014,487583,CCMCT,tumor cell,88191,74327
9015,487584,CCMCT,mitotic figure,90686,74516
9016,487585,CCMCT,mitotic figure,90527,74295
9017,487586,CCMCT,mitotic figure,91835,74316
9018,487587,CCMCT,mitotic figure,91268,74149
9019,487588,CCMCT,mitotic figure,91999,74257
9020,487589,CCMCT,mitotic figure,92409,74878
9021,487590,CCMCT,mitotic figure,94856,74798
9022,487591,CCMCT,mitotic figure,96493,74762
9023,487592,CCMCT,mitotic figure,95240,74581
9024,487593,CCMCT,mitotic figure,97377,74513
9025,487594,CCMCT,mitotic figure,97965,74818
9026,487595,CCMCT,mitotic figure,96537,74779
9027,487596,CCMCT,mitotic figure,98155,74856
9028,487597,CCMCT,mitotic figure,99858,74113
9029,487598,CCMCT,mitotic figure,44163,75581
9030,487599,CCMCT,mitotic figure,43878,75472
9031,487600,CCMCT,mitotic figure,45209,75506
9032,487601,CCMCT,mitotic figure,46179,75156
9033,487602,CCMCT,mitotic figure,46531,74954
9034,487603,CCMCT,mitotic figure,47242,75364
9035,487604,CCMCT,mitotic figure,48608,75583
9036,487605,CCMCT,mitotic figure,50401,75010
9037,487606,CCMCT,mitotic figure,49970,75554
9038,487607,CCMCT,mitotic figure,51771,75257
9039,487608,CCMCT,mitotic figure,51021,75305
9040,487609,CCMCT,mitotic figure,54756,75640
9041,487610,CCMCT,mitotic figure,53562,74906
9042,487611,CCMCT,mitotic figure,58913,75201
9043,487612,CCMCT,mitotic figure,59334,75480
9044,487613,CCMCT,other/ambiguous cells,60073,74965
9045,487614,CCMCT,mitotic figure,62936,75620
9046,487615,CCMCT,mitotic figure,62444,74914
9047,487616,CCMCT,mitotic figure,63647,75530
9048,487617,CCMCT,mitotic figure,64502,75211
9049,487618,CCMCT,mitotic figure,64530,75023
9050,487619,CCMCT,Mitotic figure lookalike,66244,75466
9051,487620,CCMCT,mitotic figure,67314,75485
9052,487621,CCMCT,mitotic figure,67904,75350
9053,487622,CCMCT,mitotic figure,69164,75418
9054,487623,CCMCT,mitotic figure,68048,75497
9055,487624,CCMCT,mitotic figure,69918,75146
9056,487625,CCMCT,mitotic figure,71265,75579
9057,487626,CCMCT,mitotic figure,71466,75582
9058,487627,CCMCT,mitotic figure,70878,75386
9059,487628,CCMCT,tumor cell,72142,75352
9060,487629,CCMCT,Mitotic figure lookalike,75013,75188
9061,487630,CCMCT,mitotic figure,78275,74972
9062,487631,CCMCT,mitotic figure,78560,75307
9063,487632,CCMCT,mitotic figure,82993,75183
9064,487633,CCMCT,mitotic figure,83039,75075
9065,487634,CCMCT,Mitotic figure lookalike,83410,75581
9066,487635,CCMCT,mitotic figure,84624,75400
9067,487636,CCMCT,mitotic figure,83708,75563
9068,487637,CCMCT,mitotic figure,85168,75427
9069,487638,CCMCT,mitotic figure,86391,75397
9070,487639,CCMCT,mitotic figure,85749,75373
9071,487640,CCMCT,mitotic figure,85717,75207
9072,487641,CCMCT,mitotic figure,87472,74953
9073,487642,CCMCT,mitotic figure,87318,75275
9074,487643,CCMCT,mitotic figure,88546,75101
9075,487644,CCMCT,mitotic figure,89070,75211
9076,487645,CCMCT,tumor cell,90524,75362
9077,487646,CCMCT,mitotic figure,91024,74912
9078,487647,CCMCT,mitotic figure,91632,75609
9079,487648,CCMCT,mitotic figure,94213,75535
9080,487649,CCMCT,mitotic figure,95093,74902
9081,487650,CCMCT,mitotic figure,94447,74997
9082,487651,CCMCT,mitotic figure,96518,74976
9083,487652,CCMCT,mitotic figure,97075,75318
9084,487653,CCMCT,mitotic figure,100597,75161
9085,487654,CCMCT,mitotic figure,45065,75794
9086,487655,CCMCT,mitotic figure,45756,76406
9087,487656,CCMCT,mitotic figure,50018,76297
9088,487657,CCMCT,mitotic figure,50243,76451
9089,487658,CCMCT,mitotic figure,50579,75743
9090,487659,CCMCT,mitotic figure,52150,75984
9091,487660,CCMCT,mitotic figure,54137,75842
9092,487661,CCMCT,mitotic figure,54296,75835
9093,487662,CCMCT,tumor cell,54834,76220
9094,487663,CCMCT,mitotic figure,54641,75963
9095,487664,CCMCT,mitotic figure,56781,75840
9096,487665,CCMCT,mitotic figure,63340,75836
9097,487666,CCMCT,mitotic figure,64890,75624
9098,487667,CCMCT,mitotic figure,66861,76363
9099,487668,CCMCT,mitotic figure,67221,76304
9100,487669,CCMCT,mitotic figure,68659,76325
9101,487670,CCMCT,mitotic figure,69346,75691
9102,487671,CCMCT,mitotic figure,70190,76251
9103,487672,CCMCT,mitotic figure,71474,76169
9104,487673,CCMCT,tumor cell,72389,75847
9105,487674,CCMCT,mitotic figure,74118,75726
9106,487675,CCMCT,mitotic figure,73777,76060
9107,487676,CCMCT,mitotic figure,77099,76367
9108,487677,CCMCT,mitotic figure,77734,75886
9109,487678,CCMCT,mitotic figure,77841,75741
9110,487679,CCMCT,mitotic figure,78125,76411
9111,487680,CCMCT,mitotic figure,81835,75683
9112,487681,CCMCT,mitotic figure,83378,75937
9113,487682,CCMCT,mitotic figure,84465,75893
9114,487683,CCMCT,mitotic figure,84906,75691
9115,487684,CCMCT,Mitotic figure lookalike,84140,75761
9116,487685,CCMCT,mitotic figure,85523,75776
9117,487686,CCMCT,mitotic figure,85593,75721
9118,487687,CCMCT,mitotic figure,86601,76302
9119,487688,CCMCT,mitotic figure,87309,75751
9120,487689,CCMCT,mitotic figure,87658,76048
9121,487690,CCMCT,mitotic figure,87619,75915
9122,487691,CCMCT,mitotic figure,87641,75655
9123,487692,CCMCT,mitotic figure,89427,76090
9124,487693,CCMCT,mitotic figure,89280,75744
9125,487694,CCMCT,mitotic figure,89076,75741
9126,487695,CCMCT,mitotic figure,88630,75836
9127,487696,CCMCT,mitotic figure,88321,76074
9128,487697,CCMCT,mitotic figure,90448,76157
9129,487698,CCMCT,mitotic figure,91025,76384
9130,487699,CCMCT,mitotic figure,91596,76366
9131,487700,CCMCT,mitotic figure,91689,75647
9132,487701,CCMCT,mitotic figure,93733,76078
9133,487702,CCMCT,mitotic figure,93400,76459
9134,487703,CCMCT,mitotic figure,93399,76160
9135,487704,CCMCT,mitotic figure,94126,75968
9136,487705,CCMCT,mitotic figure,93893,76235
9137,487706,CCMCT,mitotic figure,93913,75709
9138,487707,CCMCT,mitotic figure,95104,76383
9139,487708,CCMCT,mitotic figure,95045,76278
9140,487709,CCMCT,mitotic figure,96118,75984
9141,487710,CCMCT,mitotic figure,95908,75775
9142,487711,CCMCT,mitotic figure,96736,76363
9143,487712,CCMCT,other/ambiguous cells,97952,76416
9144,487713,CCMCT,mitotic figure,97340,75981
9145,487714,CCMCT,mitotic figure,98272,75950
9146,487715,CCMCT,mitotic figure,99059,76463
9147,487716,CCMCT,mitotic figure,98771,76326
9148,487717,CCMCT,mitotic figure,98220,75985
9149,487718,CCMCT,mitotic figure,100536,76270
9150,487719,CCMCT,mitotic figure,40460,76767
9151,487720,CCMCT,mitotic figure,46080,76868
9152,487721,CCMCT,mitotic figure,45357,77073
9153,487722,CCMCT,mitotic figure,48164,76700
9154,487723,CCMCT,mitotic figure,49656,76996
9155,487724,CCMCT,mitotic figure,51618,76668
9156,487725,CCMCT,mitotic figure,51932,76748
9157,487726,CCMCT,mitotic figure,53155,76488
9158,487727,CCMCT,mitotic figure,52547,77027
9159,487728,CCMCT,mitotic figure,54049,76931
9160,487729,CCMCT,mitotic figure,54241,77030
9161,487730,CCMCT,mitotic figure,55987,76886
9162,487731,CCMCT,mitotic figure,56031,77045
9163,487732,CCMCT,mitotic figure,56823,76718
9164,487733,CCMCT,mitotic figure,56544,77200
9165,487734,CCMCT,mitotic figure,58867,76516
9166,487735,CCMCT,mitotic figure,59303,76872
9167,487736,CCMCT,mitotic figure,59819,76569
9168,487737,CCMCT,mitotic figure,62346,76994
9169,487738,CCMCT,mitotic figure,62467,76485
9170,487739,CCMCT,tumor cell,65392,76662
9171,487740,CCMCT,mitotic figure,65351,76840
9172,487741,CCMCT,mitotic figure,67343,76804
9173,487742,CCMCT,mitotic figure,66793,77095
9174,487743,CCMCT,mitotic figure,66954,77058
9175,487744,CCMCT,mitotic figure,67798,76933
9176,487745,CCMCT,mitotic figure,68128,77204
9177,487746,CCMCT,mitotic figure,68155,76574
9178,487747,CCMCT,mitotic figure,69749,76756
9179,487748,CCMCT,mitotic figure,70276,76707
9180,487749,CCMCT,mitotic figure,70493,77168
9181,487750,CCMCT,mitotic figure,70274,77131
9182,487751,CCMCT,mitotic figure,72151,76470
9183,487752,CCMCT,mitotic figure,71507,76854
9184,487753,CCMCT,mitotic figure,70824,76897
9185,487754,CCMCT,mitotic figure,73635,77036
9186,487755,CCMCT,mitotic figure,73511,76484
9187,487756,CCMCT,mitotic figure,76240,77129
9188,487757,CCMCT,mitotic figure,75239,77190
9189,487758,CCMCT,mitotic figure,75481,76864
9190,487759,CCMCT,mitotic figure,77767,77069
9191,487760,CCMCT,mitotic figure,76565,76985
9192,487761,CCMCT,mitotic figure,79285,76508
9193,487762,CCMCT,mitotic figure,79946,77022
9194,487763,CCMCT,mitotic figure,79924,77076
9195,487764,CCMCT,mitotic figure,82286,76539
9196,487765,CCMCT,mitotic figure,85096,76760
9197,487766,CCMCT,mitotic figure,88515,76770
9198,487767,CCMCT,mitotic figure,90463,76762
9199,487768,CCMCT,mitotic figure,90801,76866
9200,487769,CCMCT,mitotic figure,90763,76779
9201,487770,CCMCT,mitotic figure,90279,76574
9202,487771,CCMCT,mitotic figure,91980,76685
9203,487772,CCMCT,mitotic figure,91228,76948
9204,487773,CCMCT,mitotic figure,93085,76983
9205,487774,CCMCT,mitotic figure,93912,76619
9206,487775,CCMCT,mitotic figure,94495,76983
9207,487776,CCMCT,mitotic figure,95981,76642
9208,487777,CCMCT,mitotic figure,95551,76943
9209,487778,CCMCT,mitotic figure,97067,76896
9210,487779,CCMCT,mitotic figure,99045,76927
9211,487780,CCMCT,mitotic figure,99011,76877
9212,487781,CCMCT,mitotic figure,98389,76661
9213,487782,CCMCT,mitotic figure,100394,76628
9214,487783,CCMCT,mitotic figure,37910,77645
9215,487784,CCMCT,mitotic figure,50050,77902
9216,487785,CCMCT,mitotic figure,49559,77598
9217,487786,CCMCT,mitotic figure,51569,78019
9218,487787,CCMCT,tumor cell,51022,77620
9219,487788,CCMCT,mitotic figure,52389,77871
9220,487789,CCMCT,mitotic figure,59828,77365
9221,487790,CCMCT,mitotic figure,62615,77771
9222,487791,CCMCT,mitotic figure,64728,77641
9223,487792,CCMCT,mitotic figure,65344,77718
9224,487793,CCMCT,mitotic figure,65691,77962
9225,487794,CCMCT,tumor cell,66960,77792
9226,487795,CCMCT,mitotic figure,68614,77975
9227,487796,CCMCT,mitotic figure,69222,77974
9228,487797,CCMCT,other/ambiguous cells,70618,77250
9229,487798,CCMCT,tumor cell,70481,77444
9230,487799,CCMCT,mitotic figure,70842,77659
9231,487800,CCMCT,mitotic figure,72098,77517
9232,487801,CCMCT,mitotic figure,73294,77629
9233,487802,CCMCT,mitotic figure,73220,77719
9234,487803,CCMCT,mitotic figure,74456,77492
9235,487804,CCMCT,mitotic figure,74317,77284
9236,487805,CCMCT,mitotic figure,74792,77664
9237,487806,CCMCT,mitotic figure,73743,77963
9238,487807,CCMCT,mitotic figure,75077,77922
9239,487808,CCMCT,mitotic figure,81821,77626
9240,487809,CCMCT,mitotic figure,96186,77398
9241,487810,CCMCT,mitotic figure,97065,77455
9242,487811,CCMCT,tumor cell,77070,78290
9243,487812,CCMCT,mitotic figure,76376,78303
9244,487813,CCMCT,mitotic figure,74781,78101
9245,487814,CCMCT,tumor cell,67401,77828
9246,487815,CCMCT,tumor cell,68203,77895
9247,487816,CCMCT,mitotic figure,45619,78709
9248,487817,CCMCT,mitotic figure,45546,78351
9249,487818,CCMCT,mitotic figure,43527,78645
9250,487819,CCMCT,mitotic figure,46659,78730
9251,487820,CCMCT,mitotic figure,47295,78798
9252,487821,CCMCT,mitotic figure,47409,78317
9253,487822,CCMCT,mitotic figure,51209,78419
9254,487823,CCMCT,tumor cell,51840,78610
9255,487824,CCMCT,mitotic figure,53167,78449
9256,487825,CCMCT,mitotic figure,52537,78217
9257,487826,CCMCT,mitotic figure,52207,78793
9258,487827,CCMCT,mitotic figure,52902,78681
9259,487828,CCMCT,mitotic figure,54205,78223
9260,487829,CCMCT,mitotic figure,57107,78651
9261,487830,CCMCT,mitotic figure,59106,78116
9262,487831,CCMCT,mitotic figure,59902,78745
9263,487832,CCMCT,mitotic figure,61413,78688
9264,487833,CCMCT,mitotic figure,62211,78551
9265,487834,CCMCT,tumor cell,65280,78627
9266,487835,CCMCT,mitotic figure,67216,78446
9267,487836,CCMCT,tumor cell,70844,78684
9268,487837,CCMCT,mitotic figure,76108,78071
9269,487838,CCMCT,mitotic figure,80945,78305
9270,487839,CCMCT,mitotic figure,80914,78231
9271,487840,CCMCT,mitotic figure,40304,78936
9272,487841,CCMCT,mitotic figure,41120,79106
9273,487842,CCMCT,mitotic figure,41898,78917
9274,487843,CCMCT,mitotic figure,41798,78939
9275,487844,CCMCT,mitotic figure,43833,79260
9276,487845,CCMCT,mitotic figure,44133,79526
9277,487846,CCMCT,mitotic figure,43977,79329
9278,487847,CCMCT,mitotic figure,43606,79246
9279,487848,CCMCT,mitotic figure,45231,79123
9280,487849,CCMCT,mitotic figure,45967,79078
9281,487850,CCMCT,mitotic figure,44851,79546
9282,487851,CCMCT,mitotic figure,46902,78976
9283,487852,CCMCT,mitotic figure,48866,78906
9284,487853,CCMCT,mitotic figure,53332,79529
9285,487854,CCMCT,mitotic figure,56238,79438
9286,487855,CCMCT,mitotic figure,56468,79485
9287,487856,CCMCT,Mitotic figure lookalike,56395,79489
9288,487857,CCMCT,mitotic figure,57839,79424
9289,487858,CCMCT,mitotic figure,60079,78867
9290,487859,CCMCT,mitotic figure,59998,79458
9291,487860,CCMCT,mitotic figure,59398,78821
9292,487861,CCMCT,mitotic figure,64323,79077
9293,487862,CCMCT,mitotic figure,63911,78825
9294,487863,CCMCT,mitotic figure,71824,79056
9295,487864,CCMCT,mitotic figure,72935,79019
9296,487865,CCMCT,mitotic figure,76130,79036
9297,487866,CCMCT,mitotic figure,44682,79969
9298,487867,CCMCT,mitotic figure,43533,79647
9299,487868,CCMCT,mitotic figure,46917,80276
9300,487869,CCMCT,mitotic figure,50448,79801
9301,487870,CCMCT,mitotic figure,70702,79695
9302,487871,CCMCT,tumor cell,52772,9866
9303,487872,CCMCT,tumor cell,53556,9878
9304,487873,CCMCT,mitotic figure,62105,10087
9305,487874,CCMCT,mitotic figure,62212,10173
9306,487875,CCMCT,mitotic figure,50685,10752
9307,487876,CCMCT,tumor cell,52489,11044
9308,487877,CCMCT,mitotic figure,52874,10974
9309,487878,CCMCT,mitotic figure,41315,12302
9310,487879,CCMCT,Mitotic figure lookalike,56502,12296
9311,487880,CCMCT,other/ambiguous cells,56226,12030
9312,487881,CCMCT,mitotic figure,63943,12759
9313,487882,CCMCT,mitotic figure,63947,12706
9314,487883,CCMCT,mitotic figure,64102,12705
9315,487884,CCMCT,mitotic figure,77475,12518
9316,487885,CCMCT,tumor cell,37434,13184
9317,487886,CCMCT,Mitotic figure lookalike,40966,12891
9318,487887,CCMCT,tumor cell,49239,12814
9319,487888,CCMCT,mitotic figure,53180,13432
9320,487889,CCMCT,mitotic figure,55668,13451
9321,487890,CCMCT,mitotic figure,67846,12758
9322,487891,CCMCT,mitotic figure,68464,13430
9323,487892,CCMCT,tumor cell,52395,13983
9324,487893,CCMCT,mitotic figure,65437,13638
9325,487894,CCMCT,mitotic figure,67261,14034
9326,487895,CCMCT,mitotic figure,54571,14579
9327,487896,CCMCT,mitotic figure,58151,14984
9328,487897,CCMCT,mitotic figure,59313,14505
9329,487898,CCMCT,mitotic figure,66179,14576
9330,487899,CCMCT,tumor cell,47121,15815
9331,487900,CCMCT,tumor cell,51847,15763
9332,487901,CCMCT,tumor cell,51198,15771
9333,487902,CCMCT,mitotic figure,68651,15284
9334,487903,CCMCT,mitotic figure,45883,16252
9335,487904,CCMCT,mitotic figure,56987,16118
9336,487905,CCMCT,mitotic figure,63665,15814
9337,487906,CCMCT,mitotic figure,37786,17031
9338,487907,CCMCT,mitotic figure,50459,16996
9339,487908,CCMCT,mitotic figure,33952,17610
9340,487909,CCMCT,tumor cell,60479,18041
9341,487910,CCMCT,mitotic figure,62901,17519
9342,487911,CCMCT,mitotic figure,65017,17504
9343,487912,CCMCT,mitotic figure,67811,17903
9344,487913,CCMCT,mitotic figure,85189,18003
9345,487914,CCMCT,mitotic figure,86244,18025
9346,487915,CCMCT,mitotic figure,31411,18638
9347,487916,CCMCT,mitotic figure,32212,18491
9348,487917,CCMCT,tumor cell,81476,18586
9349,487918,CCMCT,tumor cell,81576,18642
9350,487919,CCMCT,mitotic figure,86135,18662
9351,487920,CCMCT,tumor cell,84033,19032
9352,487921,CCMCT,mitotic figure,61345,19968
9353,487922,CCMCT,tumor cell,45447,21109
9354,487923,CCMCT,mitotic figure,47513,21363
9355,487924,CCMCT,mitotic figure,47420,21781
9356,487925,CCMCT,mitotic figure,46798,21702
9357,487926,CCMCT,tumor cell,50642,21486
9358,487927,CCMCT,mitotic figure,88074,21767
9359,487928,CCMCT,mitotic figure,29038,22516
9360,487929,CCMCT,other/ambiguous cells,46040,22416
9361,487930,CCMCT,mitotic figure,75611,22539
9362,487931,CCMCT,mitotic figure,78804,22184
9363,487932,CCMCT,mitotic figure,45985,24008
9364,487933,CCMCT,mitotic figure,77830,23838
9365,487934,CCMCT,mitotic figure,82125,24016
9366,487935,CCMCT,mitotic figure,42148,24710
9367,487936,CCMCT,mitotic figure,47722,24830
9368,487937,CCMCT,mitotic figure,48691,24561
9369,487938,CCMCT,mitotic figure,55671,25310
9370,487939,CCMCT,mitotic figure,58913,24628
9371,487940,CCMCT,mitotic figure,71139,24475
9372,487941,CCMCT,tumor cell,82656,24666
9373,487942,CCMCT,mitotic figure,50618,25718
9374,487943,CCMCT,mitotic figure,57401,25526
9375,487944,CCMCT,tumor cell,58791,25958
9376,487945,CCMCT,mitotic figure,89015,25502
9377,487946,CCMCT,tumor cell,38760,26729
9378,487947,CCMCT,mitotic figure,41439,26414
9379,487948,CCMCT,tumor cell,33004,27291
9380,487949,CCMCT,mitotic figure,68290,28124
9381,487950,CCMCT,mitotic figure,70383,28160
9382,487951,CCMCT,mitotic figure,36064,28516
9383,487952,CCMCT,mitotic figure,51087,28618
9384,487953,CCMCT,mitotic figure,30519,29267
9385,487954,CCMCT,Mitotic figure lookalike,38419,30718
9386,487955,CCMCT,mitotic figure,72836,30795
9387,487956,CCMCT,mitotic figure,87471,30242
9388,487957,CCMCT,mitotic figure,30671,31301
9389,487958,CCMCT,mitotic figure,49784,31332
9390,487959,CCMCT,tumor cell,64029,31072
9391,487960,CCMCT,mitotic figure,80213,31332
9392,487961,CCMCT,Mitotic figure lookalike,87122,31261
9393,487962,CCMCT,mitotic figure,65204,31726
9394,487963,CCMCT,mitotic figure,21250,34589
9395,487964,CCMCT,mitotic figure,53256,34309
9396,487965,CCMCT,mitotic figure,22576,35113
9397,487966,CCMCT,tumor cell,45821,35003
9398,487967,CCMCT,tumor cell,85019,35198
9399,487968,CCMCT,Mitotic figure lookalike,30373,36762
9400,487969,CCMCT,mitotic figure,64530,37773
9401,487970,CCMCT,mitotic figure,70752,37498
9402,487971,CCMCT,mitotic figure,78074,37523
9403,487972,CCMCT,mitotic figure,87604,37356
9404,487973,CCMCT,mitotic figure,17130,38129
9405,487974,CCMCT,mitotic figure,16682,38742
9406,487975,CCMCT,mitotic figure,17748,38494
9407,487976,CCMCT,mitotic figure,23088,38615
9408,487977,CCMCT,mitotic figure,29890,38208
9409,487978,CCMCT,mitotic figure,66596,38212
9410,487979,CCMCT,mitotic figure,71559,38070
9411,487980,CCMCT,mitotic figure,76702,38473
9412,487981,CCMCT,Mitotic figure lookalike,93547,38265
9413,487982,CCMCT,mitotic figure,93773,38387
9414,487983,CCMCT,mitotic figure,16916,39520
9415,487984,CCMCT,mitotic figure,16721,38825
9416,487985,CCMCT,mitotic figure,17682,38917
9417,487986,CCMCT,mitotic figure,37367,39462
9418,487987,CCMCT,mitotic figure,94831,39224
9419,487988,CCMCT,mitotic figure,27466,39960
9420,487989,CCMCT,mitotic figure,40604,40157
9421,487990,CCMCT,mitotic figure,43826,40147
9422,487991,CCMCT,mitotic figure,60107,39719
9423,487992,CCMCT,mitotic figure,60714,39849
9424,487993,CCMCT,mitotic figure,63137,39782
9425,487994,CCMCT,tumor cell,69095,39586
9426,487995,CCMCT,mitotic figure,71497,40038
9427,487996,CCMCT,mitotic figure,77499,40268
9428,487997,CCMCT,mitotic figure,87249,39840
9429,487998,CCMCT,tumor cell,90763,39859
9430,487999,CCMCT,Mitotic figure lookalike,47086,40291
9431,488000,CCMCT,mitotic figure,93149,40974
9432,488001,CCMCT,mitotic figure,48940,41575
9433,488002,CCMCT,mitotic figure,70538,41813
9434,488003,CCMCT,mitotic figure,85566,41205
9435,488004,CCMCT,mitotic figure,94556,41737
9436,488005,CCMCT,mitotic figure,97677,51128
9437,488006,CCMCT,mitotic figure,97890,50877
9438,488007,CCMCT,mitotic figure,91288,64028
9439,488008,CCMCT,mitotic figure,67351,53080
9440,488009,CCMCT,Mitotic figure lookalike,49838,28735
9441,488010,CCMCT,mitotic figure,84439,59155
9442,488011,CCMCT,mitotic figure,85156,59127
9443,488012,CCMCT,mitotic figure,49669,21802
9444,488013,CCMCT,mitotic figure,70383,64211
9445,488014,CCMCT,Mitotic figure lookalike,28512,46970
9446,488015,CCMCT,other/ambiguous cells,68509,48145
9447,488016,CCMCT,mitotic figure,68696,47982
9448,488017,CCMCT,mitotic figure,76363,52497
9449,488018,CCMCT,mitotic figure,71305,75306
9450,488019,CCMCT,mitotic figure,80562,73795
9451,488020,CCMCT,mitotic figure,31932,49926
9452,488021,CCMCT,mitotic figure,67920,76356
9453,488022,CCMCT,mitotic figure,94420,64798
9454,488023,CCMCT,mitotic figure,92008,60795
9455,488024,CCMCT,mitotic figure,51348,53176
9456,488025,CCMCT,mitotic figure,95773,69397
9457,488026,CCMCT,mitotic figure,95898,69363
9458,488027,CCMCT,mitotic figure,99671,60467
9459,488028,CCMCT,mitotic figure,60334,52927
9460,488029,CCMCT,mitotic figure,48151,57506
9461,488030,CCMCT,tumor cell,83197,74937
9462,488031,CCMCT,tumor cell,54691,35581
9463,488032,CCMCT,mitotic figure,75335,22312
9464,488033,CCMCT,tumor cell,32279,27177
9465,488034,CCMCT,mitotic figure,18503,58323
9466,488035,CCMCT,mitotic figure,26048,49121
9467,488036,CCMCT,other/ambiguous cells,84006,16940
9468,488037,CCMCT,mitotic figure,54897,64425
9469,488038,CCMCT,tumor cell,52546,72047
9470,488039,CCMCT,mitotic figure,16380,64418
9471,488040,CCMCT,mitotic figure,94288,76691
9472,488041,CCMCT,mitotic figure,93842,76927
9473,488042,CCMCT,mitotic figure,90389,49798
9474,488043,CCMCT,mitotic figure,92335,75641
9475,488044,CCMCT,tumor cell,57955,35391
9476,488045,CCMCT,mitotic figure,70003,26677
9477,488046,CCMCT,mitotic figure,70163,26330
9478,488047,CCMCT,mitotic figure,69679,26539
9479,488048,CCMCT,mitotic figure,82447,32052
9480,488049,CCMCT,mitotic figure,75447,74458
9481,488050,CCMCT,mitotic figure,73941,23778
9482,488051,CCMCT,mitotic figure,22491,70860
9483,488052,CCMCT,tumor cell,74120,68588
9484,488053,CCMCT,mitotic figure,53234,35970
9485,488054,CCMCT,Mitotic figure lookalike,40843,47788
9486,488055,CCMCT,mitotic figure,41159,48123
9487,488056,CCMCT,tumor cell,53001,68934
9488,488057,CCMCT,mitotic figure,19906,63135
9489,488058,CCMCT,tumor cell,44525,65711
9490,488059,CCMCT,mitotic figure,61209,66772
9491,488060,CCMCT,mitotic figure,51967,44989
9492,488061,CCMCT,mitotic figure,51887,45098
9493,488062,CCMCT,tumor cell,53121,47096
9494,488063,CCMCT,mitotic figure,48607,7664
9495,488064,CCMCT,mitotic figure,51063,8059
9496,488065,CCMCT,mitotic figure,52935,9044
9497,488066,CCMCT,other/ambiguous cells,46226,9626
9498,488067,CCMCT,mitotic figure,51082,10013
9499,488068,CCMCT,mitotic figure,54672,9641
9500,488069,CCMCT,mitotic figure,63142,9943
9501,488070,CCMCT,Mitotic figure lookalike,62769,9794
9502,488071,CCMCT,mitotic figure,44407,10601
9503,488072,CCMCT,mitotic figure,58066,10486
9504,488073,CCMCT,mitotic figure,59428,10474
9505,488074,CCMCT,mitotic figure,56241,11166
9506,488075,CCMCT,other/ambiguous cells,38892,12123
9507,488076,CCMCT,Mitotic figure lookalike,55917,12137
9508,488077,CCMCT,other/ambiguous cells,58340,12008
9509,488078,CCMCT,other/ambiguous cells,57715,12621
9510,488079,CCMCT,Mitotic figure lookalike,60496,12354
9511,488080,CCMCT,mitotic figure,62469,11993
9512,488081,CCMCT,other/ambiguous cells,40259,12970
9513,488082,CCMCT,mitotic figure,42668,13094
9514,488083,CCMCT,mitotic figure,43728,13166
9515,488084,CCMCT,mitotic figure,49551,13056
9516,488085,CCMCT,Mitotic figure lookalike,49640,12898
9517,488086,CCMCT,mitotic figure,52558,12764
9518,488087,CCMCT,mitotic figure,52486,13388
9519,488088,CCMCT,other/ambiguous cells,59803,13095
9520,488089,CCMCT,mitotic figure,60161,12990
9521,488090,CCMCT,other/ambiguous cells,59221,12850
9522,488091,CCMCT,mitotic figure,60704,12939
9523,488092,CCMCT,Mitotic figure lookalike,64616,12901
9524,488093,CCMCT,mitotic figure,66116,13417
9525,488094,CCMCT,mitotic figure,76513,68041
9526,488095,CCMCT,Mitotic figure lookalike,77442,68368
9527,488096,CCMCT,other/ambiguous cells,35540,13700
9528,488097,CCMCT,mitotic figure,36969,13873
9529,488098,CCMCT,Mitotic figure lookalike,43963,13803
9530,488099,CCMCT,Mitotic figure lookalike,46549,14201
9531,488100,CCMCT,Mitotic figure lookalike,47025,14233
9532,488101,CCMCT,other/ambiguous cells,48958,14034
9533,488102,CCMCT,mitotic figure,48767,14125
9534,488103,CCMCT,mitotic figure,55079,13561
9535,488104,CCMCT,mitotic figure,55912,13574
9536,488105,CCMCT,tumor cell,56333,14277
9537,488106,CCMCT,mitotic figure,58676,13524
9538,488107,CCMCT,mitotic figure,59304,14111
9539,488108,CCMCT,Mitotic figure lookalike,59855,14100
9540,488109,CCMCT,other/ambiguous cells,64805,13976
9541,488110,CCMCT,mitotic figure,33072,14942
9542,488111,CCMCT,mitotic figure,39112,14493
9543,488112,CCMCT,mitotic figure,47542,14296
9544,488113,CCMCT,mitotic figure,49147,14953
9545,488114,CCMCT,other/ambiguous cells,52395,14375
9546,488115,CCMCT,mitotic figure,54128,14368
9547,488116,CCMCT,mitotic figure,60269,14713
9548,488117,CCMCT,mitotic figure,61333,14933
9549,488118,CCMCT,Mitotic figure lookalike,49174,15448
9550,488119,CCMCT,mitotic figure,53573,15746
9551,488120,CCMCT,mitotic figure,53461,15639
9552,488121,CCMCT,mitotic figure,66201,15094
9553,488122,CCMCT,tumor cell,66733,15436
9554,488123,CCMCT,mitotic figure,74700,15097
9555,488124,CCMCT,other/ambiguous cells,74711,15177
9556,488125,CCMCT,mitotic figure,47364,15949
9557,488126,CCMCT,mitotic figure,56144,16380
9558,488127,CCMCT,mitotic figure,58363,16122
9559,488128,CCMCT,tumor cell,61949,16062
9560,488129,CCMCT,mitotic figure,62320,16224
9561,488130,CCMCT,mitotic figure,61444,16379
9562,488131,CCMCT,mitotic figure,65919,16582
9563,488132,CCMCT,mitotic figure,67031,16415
9564,488133,CCMCT,mitotic figure,67002,16358
9565,488134,CCMCT,mitotic figure,81301,15899
